DriverName,Laps,S1,S2,S3,Lap Time,Predicted Lap Time,Lap Delta,Pit Stop,AnomalyFlag
Ford Koch,3,34.651,34.555,31.793,100.999,101.04561000000001,-0.7980000000000018,True,False
Ford Koch,4,34.365,34.45,31.685,100.5,100.49948,-0.4989999999999952,True,False
Ford Koch,5,34.365,34.419,31.989,100.773,100.79214999999995,0.27299999999999613,True,False
Ford Koch,6,34.486,34.933,32.325,101.744,101.79184000000001,0.9710000000000036,True,False
Ford Koch,7,34.458,34.369,31.727,100.554,100.58657000000007,-1.1899999999999977,True,False
Ford Koch,8,34.355,34.466,31.672,100.493,100.4861900000001,-0.06100000000000705,True,False
Ford Koch,9,34.351,34.43,31.963,100.744,100.75352000000002,0.2510000000000048,True,False
Devin Anderson,1,35.68,34.878,31.943,102.501,102.34505000000007,,True,False
Devin Anderson,2,34.442,34.405,31.763,100.61,100.61525,-1.8910000000000053,True,False
Devin Anderson,3,34.337,34.597,31.49,100.424,100.4888900000001,-0.18599999999999284,True,False
Devin Anderson,4,34.264,34.199,31.527,99.99000000000001,100.04627999999991,-0.4339999999999975,False,False
Devin Anderson,5,34.257,34.405,31.637,100.299,100.27795999999998,0.3089999999999975,True,False
Devin Anderson,6,34.288,35.52,32.998,102.806,103.06888999999995,2.506999999999991,True,False
Devin Anderson,7,34.422,34.533,59.455,128.41,128.5513499999999,25.604,True,False
Jade Avedisian,1,62.126,36.359,33.048,131.533,132.23360999999994,,True,False
Jade Avedisian,2,34.884,34.543,31.687,101.114,101.10533999999993,-30.418999999999983,True,False
Jade Avedisian,3,34.282,34.49,31.831,100.60300000000001,100.60371999999992,-0.5109999999999957,True,False
Jade Avedisian,4,34.259,34.381,31.624,100.26400000000001,100.26424999999998,-0.33899999999999864,True,False
Jade Avedisian,5,34.224,34.504,31.737,100.465,100.41732000000002,0.2009999999999934,True,False
Jade Avedisian,6,34.119,34.315,31.829,100.263,100.28974000000004,-0.20199999999999818,True,False
Jade Avedisian,7,34.24,34.319,31.817,100.376,100.3584100000001,0.11299999999999955,True,False
Jade Avedisian,8,34.377,34.282,31.866,100.525,100.63094999999988,0.1490000000000009,True,False
Alfonso Diaz,1,35.347,34.858,32.313,102.518,102.58211000000003,,True,False
Alfonso Diaz,2,35.019,35.747,32.625,103.39099999999999,103.44405999999988,0.8729999999999905,True,False
Alfonso Diaz,3,35.131,34.8,32.127,102.05799999999999,102.07791000000005,-1.3329999999999984,True,False
Alfonso Diaz,4,35.23,34.96,32.086,102.27600000000001,102.32021999999992,0.21800000000001774,True,False
Alfonso Diaz,5,35.231,35.412,32.553,103.196,103.24938999999999,0.9199999999999875,True,False
Alfonso Diaz,6,35.092,34.978,32.214,102.28399999999999,102.33231999999987,-0.9120000000000061,True,False
Alfonso Diaz,7,35.01,35.095,32.112,102.217,102.25538999999999,-0.06699999999999307,True,False
Cody Jones,1,66.799,40.808,34.553,142.16,141.4550199999999,,True,False
Cody Jones,2,37.312,37.326,33.115,107.753,107.6082800000001,-34.407,True,False
Cody Jones,3,36.099,36.358,34.049,106.506,106.38210999999995,-1.2469999999999999,True,False
Cody Jones,4,35.641,35.533,32.585,103.759,103.75804000000002,-2.747,True,False
Cody Jones,5,35.382,35.702,32.586,103.67,103.66117000000006,-0.08899999999999864,True,False
Cody Jones,6,35.223,35.242,32.224,102.689,102.63527000000009,-0.9810000000000088,True,False
Cody Jones,7,35.328,35.079,32.248,102.655,102.63162000000007,-0.033999999999991815,True,False
Cody Jones,8,35.254,35.494,32.875,103.62299999999999,103.59752999999988,0.9679999999999893,True,False
Cody Jones,9,35.06,35.287,32.523,102.87,102.84592000000006,-0.7529999999999859,True,False
Jackson Tovo,1,65.274,37.611,32.659,135.544,135.49834999999996,,True,False
Jackson Tovo,2,35.371,35.258,31.996,102.625,102.57696000000001,-32.91900000000001,True,False
Jackson Tovo,3,34.68,34.831,32.032,101.543,101.5467299999999,-1.0819999999999936,True,False
Jackson Tovo,4,34.539,34.623,32.006,101.168,101.17824999999988,-0.375,True,False
Jackson Tovo,5,34.456,34.5,32.007,100.963,101.01708000000002,-0.2050000000000125,True,False
Jackson Tovo,6,34.557,34.677,34.267,103.501,103.40788000000006,2.538000000000011,True,False
Jackson Tovo,7,34.906,34.844,32.267,102.017,102.0319299999999,-1.4840000000000089,True,False
Jackson Tovo,8,34.611,34.882,32.256,101.749,101.82892,-0.2680000000000007,True,False
Jackson Tovo,9,34.636,34.766,32.161,101.563,101.61188000000004,-0.18599999999999284,True,False
Luke Rumburg,1,62.846000000000004,37.673,32.871,133.39,133.4148699999999,,True,False
Luke Rumburg,2,34.705,34.755,31.667,101.12700000000001,101.18663000000014,-32.26299999999998,True,False
Luke Rumburg,3,34.332,34.347,32.152,100.831,101.02532000000002,-0.2960000000000065,True,False
Luke Rumburg,4,34.787,34.55,31.727,101.064,101.06059000000012,0.23299999999998988,True,False
Luke Rumburg,5,34.419,34.682,32.044,101.14500000000001,101.15813000000017,0.08100000000001728,True,False
Luke Rumburg,6,34.488,34.38,32.401,101.269,101.2708100000001,0.12399999999999523,True,False
Luke Rumburg,7,34.357,34.545,31.896,100.798,100.78825000000002,-0.47100000000000364,True,False
Luke Rumburg,8,34.505,34.51,62.422,131.437,129.9809099999999,30.63900000000001,True,False
Maximilian Hewitt,1,34.289,34.679,31.867,100.83500000000001,100.82738999999991,,True,False
Maximilian Hewitt,2,34.237,34.422,31.697,100.356,100.35686999999987,-0.4790000000000134,True,False
Maximilian Hewitt,3,34.259,34.303,31.968,100.53,100.49041000000003,0.1740000000000066,True,False
Maximilian Hewitt,4,34.13,34.443,31.924,100.497,100.45371000000004,-0.03300000000000125,True,False
Maximilian Hewitt,5,34.278,34.381,31.938,100.59700000000001,100.61367999999992,0.10000000000000853,True,False
Maximilian Hewitt,6,34.358,34.484,31.972,100.814,100.82277000000009,0.21699999999998454,True,False
Maximilian Hewitt,7,34.428,34.902,33.433,102.763,103.00936,1.9490000000000123,True,False
Maximilian Hewitt,8,34.58,34.629,32.248,101.457,101.55078999999996,-1.3060000000000116,True,False
Jenson Sofronas,1,63.655,36.686,32.081,132.422,132.55344000000008,,True,False
Jenson Sofronas,2,35.738,35.046,32.311,103.095,102.93816999999994,-29.326999999999998,True,False
Jenson Sofronas,3,34.298,34.488,31.709,100.495,100.48805000000004,-2.5999999999999943,True,False
Jenson Sofronas,4,34.411,34.625,31.749,100.785,100.72152999999993,0.28999999999999204,True,False
Jenson Sofronas,5,34.293,34.55,31.884,100.727,100.75185000000005,-0.057999999999992724,True,False
Jenson Sofronas,6,34.817,35.007,32.708,102.532,102.52434999999996,1.8049999999999926,True,False
Aidan Yoder,1,63.945,40.246,35.918,140.109,140.49009000000012,,True,False
Aidan Yoder,2,34.889,35.204,31.837,101.93,102.01314000000013,-38.179,True,False
Aidan Yoder,3,34.49,34.255,31.756,100.501,100.53868000000013,-1.429000000000002,True,False
Aidan Yoder,4,34.363,34.27,31.573,100.206,100.25092000000006,-0.2950000000000017,True,False
Aidan Yoder,5,35.172,44.718,33.955,113.845,109.15003999999988,13.638999999999996,True,True
Aidan Yoder,6,34.346,34.325,31.988,100.65899999999999,100.71545999999985,-13.186000000000007,True,False
Aidan Yoder,7,34.478,34.747,32.407,101.632,101.60580999999989,0.9730000000000132,True,False
Lucas Weisenberg,1,63.03,36.434,32.593,132.057,132.28579000000013,,True,False
Lucas Weisenberg,2,34.351,34.564,31.692,100.607,100.56070000000005,-31.44999999999999,True,False
Lucas Weisenberg,3,34.247,34.183,31.804,100.23400000000001,100.2004600000001,-0.37299999999999045,True,False
Lucas Weisenberg,4,34.207,34.243,31.633,100.083,100.08521999999999,-0.15100000000001046,True,False
Lucas Weisenberg,5,34.182,34.119,31.637,99.938,99.95425000000004,-0.14499999999999602,False,False
Lucas Weisenberg,6,34.163,34.347,31.653,100.163,100.15628999999996,0.22499999999999432,True,False
Lucas Weisenberg,7,34.104,34.129,31.759,99.99199999999999,99.99046000000011,-0.17100000000000648,False,False
Lucas Weisenberg,8,34.135,34.017,31.476,99.628,99.71767999999993,-0.3639999999999901,False,False
Lucas Weisenberg,9,34.041,34.042,31.714,99.797,99.81819999999988,0.16899999999999693,False,False
Ayden Kirk,1,34.926,34.651,31.836,101.413,101.37994999999995,,True,False
Ayden Kirk,2,34.568,34.394,31.781,100.743,100.72146000000016,-0.6700000000000017,True,False
Ayden Kirk,3,34.39,34.285,31.794,100.469,100.50236999999994,-0.2740000000000009,True,False
Ayden Kirk,4,34.266,34.663,31.875,100.804,100.72254000000002,0.33500000000000796,True,False
Ayden Kirk,5,34.545,34.745,31.962,101.25200000000001,101.27212000000016,0.4480000000000075,True,False
Ayden Kirk,6,34.479,34.948,32.738,102.16499999999999,102.18487000000009,0.9129999999999825,True,False
Ayden Kirk,7,34.321,34.482,32.737,101.53999999999999,101.6235000000001,-0.625,True,False
Ayden Kirk,8,34.863,34.581,32.226,101.67,101.64324000000002,0.13000000000000966,True,False
Casey Mashore,1,64.102,39.411,35.822,139.335,140.1770999999998,,True,False
Casey Mashore,2,34.762,34.6,31.853,101.215,101.18945000000006,-38.120000000000005,True,False
Casey Mashore,3,34.614,34.701,31.781,101.096,101.09309999999985,-0.11899999999999977,True,False
Casey Mashore,4,34.446,34.453,31.547,100.446,100.48013,-0.6500000000000057,True,False
Casey Mashore,5,34.506,35.107,32.544,102.157,102.20404999999991,1.7109999999999985,True,False
Axel Cabrera,1,34.872,34.864,31.951,101.687,101.69246000000001,,True,False
Axel Cabrera,2,34.491,34.41,31.769,100.67,100.65270000000008,-1.016999999999996,True,False
Axel Cabrera,3,34.467,34.594,32.009,101.07,101.09539,0.3999999999999915,True,False
Axel Cabrera,4,34.649,34.681,32.039,101.369,101.43295999999992,0.2990000000000066,True,False
Axel Cabrera,5,34.965,34.261,31.688,100.914,101.04446000000006,-0.4549999999999983,True,False
Axel Cabrera,6,34.44,34.34,32.009,100.789,100.83476000000005,-0.125,True,False
Axel Cabrera,7,34.527,34.438,32.851,101.816,101.86082,1.027000000000001,True,False
Axel Cabrera,8,34.387,34.444,31.915,100.74600000000001,100.73695000000004,-1.0699999999999932,True,False
Spike Kohlbecker,1,34.908,34.733,31.78,101.42099999999999,101.42231000000004,,True,False
Spike Kohlbecker,2,34.395,34.49,31.624,100.509,100.48487000000003,-0.9119999999999919,True,False
Spike Kohlbecker,3,34.383,34.444,31.585,100.412,100.41531000000008,-0.0969999999999942,True,False
Spike Kohlbecker,4,34.216,34.349,31.715,100.28,100.29055999999997,-0.132000000000005,True,False
Spike Kohlbecker,5,34.266,34.549,31.581,100.396,100.41788000000004,0.11599999999999966,True,False
Spike Kohlbecker,6,34.27,34.416,31.568,100.25399999999999,100.30916000000003,-0.14200000000001012,True,False
Spike Kohlbecker,7,34.315,34.294,31.851,100.46000000000001,100.52203999999988,0.20600000000001728,True,False
Spike Kohlbecker,8,34.378,34.411,31.662,100.451,100.45559999999998,-0.009000000000014552,True,False
Mia Lovell,1,34.579,34.569,31.671,100.819,100.83318000000003,,True,False
Mia Lovell,2,34.393,34.31,31.684,100.387,100.40732000000004,-0.43200000000000216,True,False
Mia Lovell,3,34.407,34.389,31.717,100.513,100.49760000000003,0.12600000000000477,True,False
Mia Lovell,4,34.153,34.343,31.513,100.009,100.06368000000003,-0.5040000000000049,True,False
Mia Lovell,5,34.382,34.4,31.904,100.686,100.70278999999988,0.6770000000000067,True,False
Mia Lovell,6,34.315,34.436,31.768,100.519,100.55541999999994,-0.1670000000000016,True,False
Mia Lovell,7,34.852,34.766,36.193,105.811,105.5010499999999,5.292000000000002,True,False
Mia Lovell,8,34.551,34.851,32.003,101.405,101.48906000000001,-4.406000000000006,True,False
James Klimas,1,68.264,40.883,34.878,144.025,141.82288999999992,,True,False
James Klimas,2,36.248,35.968,32.745,104.961,104.80747000000005,-39.06400000000001,True,False
James Klimas,3,35.352,35.519,32.327,103.19800000000001,103.33148000000001,-1.762999999999991,True,False
James Klimas,4,35.581,35.267,32.177,103.025,102.66172999999999,-0.17300000000000182,True,False
James Klimas,5,35.201,35.172,32.301,102.674,102.6793000000001,-0.3509999999999991,True,False
James Klimas,6,35.302,35.437,32.53,103.269,103.30472000000015,0.5949999999999989,True,False
James Klimas,7,35.223,35.143,32.21,102.576,102.51401999999993,-0.693000000000012,True,False
James Klimas,8,35.364,36.16,33.157,104.681,104.69818000000001,2.105000000000004,True,False
James Klimas,9,35.076,34.96,32.098,102.134,102.35379999999999,-2.546999999999997,True,False
Steven Clemons,1,36.455,48.125,44.908,129.488,110.71080999999998,,True,True
Steven Clemons,2,60.823,63.572,35.731,160.126,155.50878000000017,30.638000000000005,True,True
Steven Clemons,3,34.8,34.598,31.987,101.38499999999999,101.35964999999996,-58.741000000000014,True,False
Steven Clemons,4,34.667,34.449,31.998,101.114,101.18293999999986,-0.2709999999999866,True,False
Steven Clemons,5,34.34,34.448,31.773,100.561,100.56435999999992,-0.5529999999999973,True,False
Steven Clemons,6,34.422,34.652,33.719,102.793,102.86205999999991,2.2319999999999993,True,False
Steven Clemons,7,34.775,34.361,31.955,101.09100000000001,101.12845000000007,-1.7019999999999982,True,False
Andrew Gilleland,1,67.367,44.5,34.892,146.75900000000001,146.3039700000001,,True,False
Andrew Gilleland,2,35.538,35.372,32.286,103.196,103.27484999999997,-43.56300000000002,True,False
Andrew Gilleland,3,35.077,35.144,42.399,112.62,109.45316000000007,9.424000000000007,True,True
Andrew Gilleland,4,35.948,34.731,31.987,102.666,102.39643999999991,-9.954000000000008,True,False
Andrew Gilleland,5,35.073,35.15,32.147,102.37,102.37620000000004,-0.29599999999999227,True,False
Andrew Gilleland,6,34.739,34.894,35.148,104.781,104.63534000000007,2.4110000000000014,True,False
Andrew Gilleland,7,35.205,34.95,32.428,102.583,102.56336000000002,-2.1980000000000075,True,False
Andrew Gilleland,8,34.772,35.029,32.802,102.60300000000001,102.51469000000002,0.020000000000010232,True,False
Henry Drury,1,64.545,39.856,35.645,140.046,140.09956000000003,,True,False
Henry Drury,2,34.415,34.913,32.418,101.74600000000001,101.66619000000004,-38.29999999999998,True,False
Henry Drury,3,34.448,34.333,31.887,100.668,100.69075999999991,-1.078000000000003,True,False
Henry Drury,4,34.414,34.343,31.936,100.693,100.69661,0.024999999999991473,True,False
Henry Drury,5,34.879,42.176,34.78,111.83500000000001,110.08755999999985,11.14200000000001,True,False
Henry Drury,6,34.502,34.546,31.869,100.917,100.90723000000006,-10.918000000000006,True,False
Henry Drury,7,34.508,34.407,31.985,100.9,100.93262999999999,-0.016999999999995907,True,False
Livio Galanti,1,65.209,40.288,33.572,139.069,138.98258999999996,,True,False
Livio Galanti,2,34.799,34.978,32.544,102.321,102.31398999999993,-36.74799999999999,True,False
Livio Galanti,3,34.766,34.662,32.196,101.624,101.63235999999992,-0.6970000000000027,True,False
Livio Galanti,4,34.782,34.625,32.227,101.634,101.63224999999998,0.010000000000005116,True,False
Livio Galanti,5,34.558,34.452,32.375,101.38499999999999,101.44264000000003,-0.24900000000000944,True,False
Livio Galanti,6,34.442,34.448,31.879,100.769,100.76149000000011,-0.6159999999999854,True,False
Livio Galanti,7,34.458,34.717,32.426,101.601,101.58290999999997,0.8319999999999936,True,False
Livio Galanti,8,34.519,34.463,32.345,101.327,101.35846000000004,-0.2740000000000009,True,False
Livio Galanti,9,34.43,34.679,32.136,101.245,101.2602000000001,-0.08199999999999363,True,False
Keanu Reeves,1,66.779,44.646,34.97,146.395,146.04224000000016,,True,False
Keanu Reeves,2,36.76,37.698,33.34,107.798,107.69769000000004,-38.59700000000001,True,False
Keanu Reeves,3,37.505,37.942,34.024,109.471,108.6849499999999,1.6730000000000018,True,False
Keanu Reeves,4,35.817,36.076,33.352,105.245,105.18578000000007,-4.225999999999999,True,False
Keanu Reeves,5,36.037,35.864,33.002,104.90299999999999,104.91484000000004,-0.34200000000001296,True,False
Keanu Reeves,6,35.581,36.346,32.966,104.893,104.96848999999999,-0.009999999999990905,True,False
Keanu Reeves,7,36.548,35.939,32.71,105.197,104.94234000000006,0.30400000000000205,True,False
Keanu Reeves,8,35.706,35.764,32.647,104.11699999999999,104.09000000000007,-1.0800000000000125,True,False
Jaxon Bell,1,34.561,34.501,31.525,100.587,100.61639000000007,,True,False
Jaxon Bell,2,34.481,34.256,31.536,100.273,100.4539000000001,-0.31400000000000716,True,False
Jaxon Bell,3,34.249,34.395,31.583,100.227,100.24123000000004,-0.04599999999999227,True,False
Jaxon Bell,4,34.319,34.452,32.51,101.281,101.3355300000001,1.054000000000002,True,False
Jaxon Bell,5,34.381,35.869,34.303,104.553,104.33194999999995,3.2719999999999914,True,False
Jaxon Bell,6,34.192,34.317,31.607,100.116,100.11131999999999,-4.436999999999998,True,False
Jaxon Bell,7,34.15,34.489,31.778,100.417,100.37533999999997,0.30100000000000193,True,False
Jaxon Bell,8,34.45,36.116,62.041,132.607,130.10750999999996,32.19,True,False
