"#","Name","Laps","Lead Lap","Lap Time","Lap Time (ms)","Elapsed Time","Elapsed Time (ms)","Passing Tm","Class","Flag","FirstName","LastName","Additional1","Additional2","Additional3","Additional4","Additional5","Additional6","Additional7","Additional8","CarRegistration","DriverRegistration","Transponder1","Transponder2","entry","drivers","S1","S1 (ms)","S2","S2 (ms)","S3","S3 (ms)","S1a","S1a (ms)","S1b","S1b (ms)","S2a","S2a (ms)","S2b","S2b (ms)","S3a","S3a (ms)","S3b","S3b (ms)"
"18","Jordan RickSegrini","7","8","1:40.466",100466,"13:57.881",837881,"9:28:58.017","Am","Green Flag","Jordan","RickSegrini","","219283","GR Cup","Toyota GR86","BSI Racing","Toyota Gazoo Racing","USA","","entries:events-2024-sro-ims:1gIRtOmunRUvrE71L945g","entries:events-2024-sro-ims:1gIRtOmunRUvrE71L945g","12415550","","{""fields"":{""driver2tla"":"""",""driver1firstName"":""Jordan"",""transponderNumber"":""12415550"",""isTeam"":"""",""manufacturer"":""Toyota Gazoo Racing"",""driver3licenseNationality"":"""",""driver3nationality"":"""",""number"":""18"",""driver2driverId"":"""",""driver1driverId"":"""",""isIGTC"":"""",""car"":""Toyota GR86"",""sponsors"":""BSI Racing"",""driver2licenseNationality"":"""",""driver1tla"":"""",""class"":""Am"",""driver2nationality"":"""",""driver2category"":"""",""driver1category"":"""",""driver3category"":"""",""driver3lastName"":"""",""driver1nationality"":""USA"",""racelinkNumber"":""219283"",""team"":""BSI Racing"",""driver1lastName"":""RickSegrini"",""driver2firstName"":"""",""driver2lastName"":"""",""driver3driverId"":"""",""driver1licenseNationality"":"""",""series"":""GR Cup"",""driver3firstName"":""""},""updatedAt"":""2024-10-02T17:42:45.379Z"",""id"":""entries:events-2024-sro-ims:1gIRtOmunRUvrE71L945g"",""createdAt"":""2024-10-01T22:08:26.247Z"",""eventId"":""events:2024-sro-ims""}","{"""":{""driverFirstName"":""Jordan"",""driverLastName"":""RickSegrini"",""driverName"":""Jordan RickSegrini"",""driverLicenseNationality"":"""",""driverSroLicenseCategory"":"""",""driverNationality"":""USA"",""driverId"":""""}}","34.201",34201,"34.175",34175,"32.090",32090,"00:23.981",23981,"00:10.220",10220,"00:18.923",18923,"00:15.252",15252,"00:12.259",12259,"00:19.831",19831
"18","Jordan RickSegrini","8","9","1:42.828",102828,"15:40.709",940709,"9:30:40.845","Am","Finish Flag","Jordan","RickSegrini","","219283","GR Cup","Toyota GR86","BSI Racing","Toyota Gazoo Racing","USA","","entries:events-2024-sro-ims:1gIRtOmunRUvrE71L945g","entries:events-2024-sro-ims:1gIRtOmunRUvrE71L945g","12415550","","{""fields"":{""driver2tla"":"""",""driver1firstName"":""Jordan"",""transponderNumber"":""12415550"",""isTeam"":"""",""manufacturer"":""Toyota Gazoo Racing"",""driver3licenseNationality"":"""",""driver3nationality"":"""",""number"":""18"",""driver2driverId"":"""",""driver1driverId"":"""",""isIGTC"":"""",""car"":""Toyota GR86"",""sponsors"":""BSI Racing"",""driver2licenseNationality"":"""",""driver1tla"":"""",""class"":""Am"",""driver2nationality"":"""",""driver2category"":"""",""driver1category"":"""",""driver3category"":"""",""driver3lastName"":"""",""driver1nationality"":""USA"",""racelinkNumber"":""219283"",""team"":""BSI Racing"",""driver1lastName"":""RickSegrini"",""driver2firstName"":"""",""driver2lastName"":"""",""driver3driverId"":"""",""driver1licenseNationality"":"""",""series"":""GR Cup"",""driver3firstName"":""""},""updatedAt"":""2024-10-02T17:42:45.379Z"",""id"":""entries:events-2024-sro-ims:1gIRtOmunRUvrE71L945g"",""createdAt"":""2024-10-01T22:08:26.247Z"",""eventId"":""events:2024-sro-ims""}","{"""":{""driverFirstName"":""Jordan"",""driverLastName"":""RickSegrini"",""driverName"":""Jordan RickSegrini"",""driverLicenseNationality"":"""",""driverSroLicenseCategory"":"""",""driverNationality"":""USA"",""driverId"":""""}}","34.892",34892,"35.505",35505,"32.431",32431,"00:24.467",24467,"00:10.425",10425,"00:19.905",19905,"00:15.600",15600,"00:12.503",12503,"00:19.928",19928
"20","Ramon Llano","1","1","2:34.270",154270,"2:58.714",178714,"9:17:58.850","Am","Green Flag","Ramon","Llano","","219131","GR Cup","Toyota GR86","Eagles Canyon Racing powered by Fast Track","Toyota Gazoo Racing","MEX","","entries:events-2024-sro-ims:TTKwWyITre0GT3xW9ZPqL","entries:events-2024-sro-ims:TTKwWyITre0GT3xW9ZPqL","14496123","","{""fields"":{""driver2tla"":"""",""driver1firstName"":""Ramon"",""transponderNumber"":""14496123"",""isTeam"":"""",""manufacturer"":""Toyota Gazoo Racing"",""driver3licenseNationality"":"""",""driver3nationality"":"""",""number"":""20"",""driver2driverId"":"""",""driver1driverId"":"""",""isIGTC"":"""",""car"":""Toyota GR86"",""sponsors"":""Eagles Canyon Raceway, Fast Track Racing"",""driver2licenseNationality"":"""",""driver1tla"":"""",""class"":""Am"",""driver2nationality"":"""",""driver2category"":"""",""driver1category"":"""",""driver3category"":"""",""driver3lastName"":"""",""driver1nationality"":""MEX"",""racelinkNumber"":""219131"",""team"":""Eagles Canyon Racing powered by Fast Track"",""driver1lastName"":""Llano"",""driver2firstName"":"""",""driver2lastName"":"""",""driver3driverId"":"""",""driver1licenseNationality"":"""",""series"":""GR Cup"",""driver3firstName"":""""},""updatedAt"":""2024-10-02T17:42:45.563Z"",""id"":""entries:events-2024-sro-ims:TTKwWyITre0GT3xW9ZPqL"",""createdAt"":""2024-10-01T22:08:26.433Z"",""eventId"":""events:2024-sro-ims""}","{"""":{""driverFirstName"":""Ramon"",""driverLastName"":""Llano"",""driverName"":""Ramon Llano"",""driverLicenseNationality"":"""",""driverSroLicenseCategory"":"""",""driverNationality"":""MEX"",""driverId"":""""}}","01:12.788",72788,"45.704",45704,"35.778",35778,"01:00.132",60132,"00:12.656",12656,"00:25.531",25531,"00:20.173",20173,"00:14.340",14340,"00:21.438",21438
"20","Ramon Llano","2","2","1:47.251",107251,"4:45.965",285965,"9:19:46.101","Am","Green Flag","Ramon","Llano","","219131","GR Cup","Toyota GR86","Eagles Canyon Racing powered by Fast Track","Toyota Gazoo Racing","MEX","","entries:events-2024-sro-ims:TTKwWyITre0GT3xW9ZPqL","entries:events-2024-sro-ims:TTKwWyITre0GT3xW9ZPqL","14496123","","{""fields"":{""driver2tla"":"""",""driver1firstName"":""Ramon"",""transponderNumber"":""14496123"",""isTeam"":"""",""manufacturer"":""Toyota Gazoo Racing"",""driver3licenseNationality"":"""",""driver3nationality"":"""",""number"":""20"",""driver2driverId"":"""",""driver1driverId"":"""",""isIGTC"":"""",""car"":""Toyota GR86"",""sponsors"":""Eagles Canyon Raceway, Fast Track Racing"",""driver2licenseNationality"":"""",""driver1tla"":"""",""class"":""Am"",""driver2nationality"":"""",""driver2category"":"""",""driver1category"":"""",""driver3category"":"""",""driver3lastName"":"""",""driver1nationality"":""MEX"",""racelinkNumber"":""219131"",""team"":""Eagles Canyon Racing powered by Fast Track"",""driver1lastName"":""Llano"",""driver2firstName"":"""",""driver2lastName"":"""",""driver3driverId"":"""",""driver1licenseNationality"":"""",""series"":""GR Cup"",""driver3firstName"":""""},""updatedAt"":""2024-10-02T17:42:45.563Z"",""id"":""entries:events-2024-sro-ims:TTKwWyITre0GT3xW9ZPqL"",""createdAt"":""2024-10-01T22:08:26.433Z"",""eventId"":""events:2024-sro-ims""}","{"""":{""driverFirstName"":""Ramon"",""driverLastName"":""Llano"",""driverName"":""Ramon Llano"",""driverLicenseNationality"":"""",""driverSroLicenseCategory"":"""",""driverNationality"":""MEX"",""driverId"":""""}}","37.170",37170,"36.907",36907,"33.174",33174,"00:25.980",25980,"00:11.190",11190,"00:20.292",20292,"00:16.615",16615,"00:12.951",12951,"00:20.223",20223
"20","Ramon Llano","3","3","1:51.332",111332,"6:37.297",397297,"9:21:37.433","Am","Green Flag","Ramon","Llano","","219131","GR Cup","Toyota GR86","Eagles Canyon Racing powered by Fast Track","Toyota Gazoo Racing","MEX","","entries:events-2024-sro-ims:TTKwWyITre0GT3xW9ZPqL","entries:events-2024-sro-ims:TTKwWyITre0GT3xW9ZPqL","14496123","","{""fields"":{""driver2tla"":"""",""driver1firstName"":""Ramon"",""transponderNumber"":""14496123"",""isTeam"":"""",""manufacturer"":""Toyota Gazoo Racing"",""driver3licenseNationality"":"""",""driver3nationality"":"""",""number"":""20"",""driver2driverId"":"""",""driver1driverId"":"""",""isIGTC"":"""",""car"":""Toyota GR86"",""sponsors"":""Eagles Canyon Raceway, Fast Track Racing"",""driver2licenseNationality"":"""",""driver1tla"":"""",""class"":""Am"",""driver2nationality"":"""",""driver2category"":"""",""driver1category"":"""",""driver3category"":"""",""driver3lastName"":"""",""driver1nationality"":""MEX"",""racelinkNumber"":""219131"",""team"":""Eagles Canyon Racing powered by Fast Track"",""driver1lastName"":""Llano"",""driver2firstName"":"""",""driver2lastName"":"""",""driver3driverId"":"""",""driver1licenseNationality"":"""",""series"":""GR Cup"",""driver3firstName"":""""},""updatedAt"":""2024-10-02T17:42:45.563Z"",""id"":""entries:events-2024-sro-ims:TTKwWyITre0GT3xW9ZPqL"",""createdAt"":""2024-10-01T22:08:26.433Z"",""eventId"":""events:2024-sro-ims""}","{"""":{""driverFirstName"":""Ramon"",""driverLastName"":""Llano"",""driverName"":""Ramon Llano"",""driverLicenseNationality"":"""",""driverSroLicenseCategory"":"""",""driverNationality"":""MEX"",""driverId"":""""}}","41.595",41595,"36.658",36658,"33.079",33079,"00:30.461",30461,"00:11.134",11134,"00:20.228",20228,"00:16.430",16430,"00:12.684",12684,"00:20.395",20395
"20","Ramon Llano","4","4","1:46.002",106002,"8:23.299",503299,"9:23:23.435","Am","Green Flag","Ramon","Llano","","219131","GR Cup","Toyota GR86","Eagles Canyon Racing powered by Fast Track","Toyota Gazoo Racing","MEX","","entries:events-2024-sro-ims:TTKwWyITre0GT3xW9ZPqL","entries:events-2024-sro-ims:TTKwWyITre0GT3xW9ZPqL","14496123","","{""fields"":{""driver2tla"":"""",""driver1firstName"":""Ramon"",""transponderNumber"":""14496123"",""isTeam"":"""",""manufacturer"":""Toyota Gazoo Racing"",""driver3licenseNationality"":"""",""driver3nationality"":"""",""number"":""20"",""driver2driverId"":"""",""driver1driverId"":"""",""isIGTC"":"""",""car"":""Toyota GR86"",""sponsors"":""Eagles Canyon Raceway, Fast Track Racing"",""driver2licenseNationality"":"""",""driver1tla"":"""",""class"":""Am"",""driver2nationality"":"""",""driver2category"":"""",""driver1category"":"""",""driver3category"":"""",""driver3lastName"":"""",""driver1nationality"":""MEX"",""racelinkNumber"":""219131"",""team"":""Eagles Canyon Racing powered by Fast Track"",""driver1lastName"":""Llano"",""driver2firstName"":"""",""driver2lastName"":"""",""driver3driverId"":"""",""driver1licenseNationality"":"""",""series"":""GR Cup"",""driver3firstName"":""""},""updatedAt"":""2024-10-02T17:42:45.563Z"",""id"":""entries:events-2024-sro-ims:TTKwWyITre0GT3xW9ZPqL"",""createdAt"":""2024-10-01T22:08:26.433Z"",""eventId"":""events:2024-sro-ims""}","{"""":{""driverFirstName"":""Ramon"",""driverLastName"":""Llano"",""driverName"":""Ramon Llano"",""driverLicenseNationality"":"""",""driverSroLicenseCategory"":"""",""driverNationality"":""MEX"",""driverId"":""""}}","36.552",36552,"36.459",36459,"32.991",32991,"00:25.988",25988,"00:10.564",10564,"00:20.063",20063,"00:16.396",16396,"00:12.931",12931,"00:20.060",20060
"20","Ramon Llano","5","5","1:45.399",105399,"10:08.698",608698,"9:25:08.834","Am","Green Flag","Ramon","Llano","","219131","GR Cup","Toyota GR86","Eagles Canyon Racing powered by Fast Track","Toyota Gazoo Racing","MEX","","entries:events-2024-sro-ims:TTKwWyITre0GT3xW9ZPqL","entries:events-2024-sro-ims:TTKwWyITre0GT3xW9ZPqL","14496123","","{""fields"":{""driver2tla"":"""",""driver1firstName"":""Ramon"",""transponderNumber"":""14496123"",""isTeam"":"""",""manufacturer"":""Toyota Gazoo Racing"",""driver3licenseNationality"":"""",""driver3nationality"":"""",""number"":""20"",""driver2driverId"":"""",""driver1driverId"":"""",""isIGTC"":"""",""car"":""Toyota GR86"",""sponsors"":""Eagles Canyon Raceway, Fast Track Racing"",""driver2licenseNationality"":"""",""driver1tla"":"""",""class"":""Am"",""driver2nationality"":"""",""driver2category"":"""",""driver1category"":"""",""driver3category"":"""",""driver3lastName"":"""",""driver1nationality"":""MEX"",""racelinkNumber"":""219131"",""team"":""Eagles Canyon Racing powered by Fast Track"",""driver1lastName"":""Llano"",""driver2firstName"":"""",""driver2lastName"":"""",""driver3driverId"":"""",""driver1licenseNationality"":"""",""series"":""GR Cup"",""driver3firstName"":""""},""updatedAt"":""2024-10-02T17:42:45.563Z"",""id"":""entries:events-2024-sro-ims:TTKwWyITre0GT3xW9ZPqL"",""createdAt"":""2024-10-01T22:08:26.433Z"",""eventId"":""events:2024-sro-ims""}","{"""":{""driverFirstName"":""Ramon"",""driverLastName"":""Llano"",""driverName"":""Ramon Llano"",""driverLicenseNationality"":"""",""driverSroLicenseCategory"":"""",""driverNationality"":""MEX"",""driverId"":""""}}","35.911",35911,"36.692",36692,"32.796",32796,"00:25.221",25221,"00:10.690",10690,"00:20.156",20156,"00:16.536",16536,"00:12.472",12472,"00:20.324",20324
"20","Ramon Llano","6","6","1:44.978",104978,"11:53.676",713676,"9:26:53.812","Am","Green Flag","Ramon","Llano","","219131","GR Cup","Toyota GR86","Eagles Canyon Racing powered by Fast Track","Toyota Gazoo Racing","MEX","","entries:events-2024-sro-ims:TTKwWyITre0GT3xW9ZPqL","entries:events-2024-sro-ims:TTKwWyITre0GT3xW9ZPqL","14496123","","{""fields"":{""driver2tla"":"""",""driver1firstName"":""Ramon"",""transponderNumber"":""14496123"",""isTeam"":"""",""manufacturer"":""Toyota Gazoo Racing"",""driver3licenseNationality"":"""",""driver3nationality"":"""",""number"":""20"",""driver2driverId"":"""",""driver1driverId"":"""",""isIGTC"":"""",""car"":""Toyota GR86"",""sponsors"":""Eagles Canyon Raceway, Fast Track Racing"",""driver2licenseNationality"":"""",""driver1tla"":"""",""class"":""Am"",""driver2nationality"":"""",""driver2category"":"""",""driver1category"":"""",""driver3category"":"""",""driver3lastName"":"""",""driver1nationality"":""MEX"",""racelinkNumber"":""219131"",""team"":""Eagles Canyon Racing powered by Fast Track"",""driver1lastName"":""Llano"",""driver2firstName"":"""",""driver2lastName"":"""",""driver3driverId"":"""",""driver1licenseNationality"":"""",""series"":""GR Cup"",""driver3firstName"":""""},""updatedAt"":""2024-10-02T17:42:45.563Z"",""id"":""entries:events-2024-sro-ims:TTKwWyITre0GT3xW9ZPqL"",""createdAt"":""2024-10-01T22:08:26.433Z"",""eventId"":""events:2024-sro-ims""}","{"""":{""driverFirstName"":""Ramon"",""driverLastName"":""Llano"",""driverName"":""Ramon Llano"",""driverLicenseNationality"":"""",""driverSroLicenseCategory"":"""",""driverNationality"":""MEX"",""driverId"":""""}}","36.121",36121,"35.704",35704,"33.153",33153,"00:25.479",25479,"00:10.642",10642,"00:19.513",19513,"00:16.191",16191,"00:12.839",12839,"00:20.314",20314
"20","Ramon Llano","7","7","1:44.773",104773,"13:38.449",818449,"9:28:38.585","Am","Green Flag","Ramon","Llano","","219131","GR Cup","Toyota GR86","Eagles Canyon Racing powered by Fast Track","Toyota Gazoo Racing","MEX","","entries:events-2024-sro-ims:TTKwWyITre0GT3xW9ZPqL","entries:events-2024-sro-ims:TTKwWyITre0GT3xW9ZPqL","14496123","","{""fields"":{""driver2tla"":"""",""driver1firstName"":""Ramon"",""transponderNumber"":""14496123"",""isTeam"":"""",""manufacturer"":""Toyota Gazoo Racing"",""driver3licenseNationality"":"""",""driver3nationality"":"""",""number"":""20"",""driver2driverId"":"""",""driver1driverId"":"""",""isIGTC"":"""",""car"":""Toyota GR86"",""sponsors"":""Eagles Canyon Raceway, Fast Track Racing"",""driver2licenseNationality"":"""",""driver1tla"":"""",""class"":""Am"",""driver2nationality"":"""",""driver2category"":"""",""driver1category"":"""",""driver3category"":"""",""driver3lastName"":"""",""driver1nationality"":""MEX"",""racelinkNumber"":""219131"",""team"":""Eagles Canyon Racing powered by Fast Track"",""driver1lastName"":""Llano"",""driver2firstName"":"""",""driver2lastName"":"""",""driver3driverId"":"""",""driver1licenseNationality"":"""",""series"":""GR Cup"",""driver3firstName"":""""},""updatedAt"":""2024-10-02T17:42:45.563Z"",""id"":""entries:events-2024-sro-ims:TTKwWyITre0GT3xW9ZPqL"",""createdAt"":""2024-10-01T22:08:26.433Z"",""eventId"":""events:2024-sro-ims""}","{"""":{""driverFirstName"":""Ramon"",""driverLastName"":""Llano"",""driverName"":""Ramon Llano"",""driverLicenseNationality"":"""",""driverSroLicenseCategory"":"""",""driverNationality"":""MEX"",""driverId"":""""}}","35.723",35723,"35.780",35780,"33.270",33270,"00:25.047",25047,"00:10.676",10676,"00:19.601",19601,"00:16.179",16179,"00:13.062",13062,"00:20.208",20208
"20","Ramon Llano","8","8","1:46.439",106439,"15:24.888",924888,"9:30:25.024","Am","Finish Flag","Ramon","Llano","","219131","GR Cup","Toyota GR86","Eagles Canyon Racing powered by Fast Track","Toyota Gazoo Racing","MEX","","entries:events-2024-sro-ims:TTKwWyITre0GT3xW9ZPqL","entries:events-2024-sro-ims:TTKwWyITre0GT3xW9ZPqL","14496123","","{""fields"":{""driver2tla"":"""",""driver1firstName"":""Ramon"",""transponderNumber"":""14496123"",""isTeam"":"""",""manufacturer"":""Toyota Gazoo Racing"",""driver3licenseNationality"":"""",""driver3nationality"":"""",""number"":""20"",""driver2driverId"":"""",""driver1driverId"":"""",""isIGTC"":"""",""car"":""Toyota GR86"",""sponsors"":""Eagles Canyon Raceway, Fast Track Racing"",""driver2licenseNationality"":"""",""driver1tla"":"""",""class"":""Am"",""driver2nationality"":"""",""driver2category"":"""",""driver1category"":"""",""driver3category"":"""",""driver3lastName"":"""",""driver1nationality"":""MEX"",""racelinkNumber"":""219131"",""team"":""Eagles Canyon Racing powered by Fast Track"",""driver1lastName"":""Llano"",""driver2firstName"":"""",""driver2lastName"":"""",""driver3driverId"":"""",""driver1licenseNationality"":"""",""series"":""GR Cup"",""driver3firstName"":""""},""updatedAt"":""2024-10-02T17:42:45.563Z"",""id"":""entries:events-2024-sro-ims:TTKwWyITre0GT3xW9ZPqL"",""createdAt"":""2024-10-01T22:08:26.433Z"",""eventId"":""events:2024-sro-ims""}","{"""":{""driverFirstName"":""Ramon"",""driverLastName"":""Llano"",""driverName"":""Ramon Llano"",""driverLicenseNationality"":"""",""driverSroLicenseCategory"":"""",""driverNationality"":""MEX"",""driverId"":""""}}","35.756",35756,"36.630",36630,"34.053",34053,"00:25.272",25272,"00:10.484",10484,"00:20.465",20465,"00:16.165",16165,"00:13.145",13145,"00:20.908",20908
"21","Ford Koch","1","1","2:19.291",139291,"2:38.399",158399,"9:17:38.535","Am","Green Flag","Ford","Koch","","219073","GR Cup","Toyota GR86","Eagles Canyon Racing powered by Fast Track","Toyota Gazoo Racing","USA","","entries:events-2024-sro-ims:GMDnT9Z3vIaXB-AmDYHoI","entries:events-2024-sro-ims:GMDnT9Z3vIaXB-AmDYHoI","10837109","","{""fields"":{""driver2tla"":"""",""driver1firstName"":""Ford"",""transponderNumber"":""10837109"",""isTeam"":"""",""manufacturer"":""Toyota Gazoo Racing"",""driver3licenseNationality"":"""",""driver3nationality"":"""",""number"":""21"",""driver2driverId"":"""",""driver1driverId"":"""",""isIGTC"":"""",""car"":""Toyota GR86"",""sponsors"":""Koch Automotive Group, Eagles Canyon Racing"",""driver2licenseNationality"":"""",""driver1tla"":"""",""class"":""Am"",""driver2nationality"":"""",""driver2category"":"""",""driver1category"":"""",""driver3category"":"""",""driver3lastName"":"""",""driver1nationality"":""USA"",""racelinkNumber"":""219073"",""team"":""Eagles Canyon Racing powered by Fast Track"",""driver1lastName"":""Koch"",""driver2firstName"":"""",""driver2lastName"":"""",""driver3driverId"":"""",""driver1licenseNationality"":"""",""series"":""GR Cup"",""driver3firstName"":""""},""updatedAt"":""2024-10-02T17:42:45.749Z"",""id"":""entries:events-2024-sro-ims:GMDnT9Z3vIaXB-AmDYHoI"",""createdAt"":""2024-10-01T22:08:26.627Z"",""eventId"":""events:2024-sro-ims""}","{"""":{""driverFirstName"":""Ford"",""driverLastName"":""Koch"",""driverName"":""Ford Koch"",""driverLicenseNationality"":"""",""driverSroLicenseCategory"":"""",""driverNationality"":""USA"",""driverId"":""""}}","01:05.585",65585,"40.174",40174,"33.532",33532,"00:53.441",53441,"00:12.144",12144,"00:23.148",23148,"00:17.026",17026,"00:13.607",13607,"00:19.925",19925
"21","Ford Koch","2","2","1:41.797",101797,"4:20.196",260196,"9:19:20.332","Am","Green Flag","Ford","Koch","","219073","GR Cup","Toyota GR86","Eagles Canyon Racing powered by Fast Track","Toyota Gazoo Racing","USA","","entries:events-2024-sro-ims:GMDnT9Z3vIaXB-AmDYHoI","entries:events-2024-sro-ims:GMDnT9Z3vIaXB-AmDYHoI","10837109","","{""fields"":{""driver2tla"":"""",""driver1firstName"":""Ford"",""transponderNumber"":""10837109"",""isTeam"":"""",""manufacturer"":""Toyota Gazoo Racing"",""driver3licenseNationality"":"""",""driver3nationality"":"""",""number"":""21"",""driver2driverId"":"""",""driver1driverId"":"""",""isIGTC"":"""",""car"":""Toyota GR86"",""sponsors"":""Koch Automotive Group, Eagles Canyon Racing"",""driver2licenseNationality"":"""",""driver1tla"":"""",""class"":""Am"",""driver2nationality"":"""",""driver2category"":"""",""driver1category"":"""",""driver3category"":"""",""driver3lastName"":"""",""driver1nationality"":""USA"",""racelinkNumber"":""219073"",""team"":""Eagles Canyon Racing powered by Fast Track"",""driver1lastName"":""Koch"",""driver2firstName"":"""",""driver2lastName"":"""",""driver3driverId"":"""",""driver1licenseNationality"":"""",""series"":""GR Cup"",""driver3firstName"":""""},""updatedAt"":""2024-10-02T17:42:45.749Z"",""id"":""entries:events-2024-sro-ims:GMDnT9Z3vIaXB-AmDYHoI"",""createdAt"":""2024-10-01T22:08:26.627Z"",""eventId"":""events:2024-sro-ims""}","{"""":{""driverFirstName"":""Ford"",""driverLastName"":""Koch"",""driverName"":""Ford Koch"",""driverLicenseNationality"":"""",""driverSroLicenseCategory"":"""",""driverNationality"":""USA"",""driverId"":""""}}","34.987",34987,"34.718",34718,"32.092",32092,"00:24.540",24540,"00:10.447",10447,"00:19.244",19244,"00:15.474",15474,"00:12.378",12378,"00:19.714",19714
"21","Ford Koch","3","3","1:40.999",100999,"6:01.195",361195,"9:21:01.331","Am","Green Flag","Ford","Koch","","219073","GR Cup","Toyota GR86","Eagles Canyon Racing powered by Fast Track","Toyota Gazoo Racing","USA","","entries:events-2024-sro-ims:GMDnT9Z3vIaXB-AmDYHoI","entries:events-2024-sro-ims:GMDnT9Z3vIaXB-AmDYHoI","10837109","","{""fields"":{""driver2tla"":"""",""driver1firstName"":""Ford"",""transponderNumber"":""10837109"",""isTeam"":"""",""manufacturer"":""Toyota Gazoo Racing"",""driver3licenseNationality"":"""",""driver3nationality"":"""",""number"":""21"",""driver2driverId"":"""",""driver1driverId"":"""",""isIGTC"":"""",""car"":""Toyota GR86"",""sponsors"":""Koch Automotive Group, Eagles Canyon Racing"",""driver2licenseNationality"":"""",""driver1tla"":"""",""class"":""Am"",""driver2nationality"":"""",""driver2category"":"""",""driver1category"":"""",""driver3category"":"""",""driver3lastName"":"""",""driver1nationality"":""USA"",""racelinkNumber"":""219073"",""team"":""Eagles Canyon Racing powered by Fast Track"",""driver1lastName"":""Koch"",""driver2firstName"":"""",""driver2lastName"":"""",""driver3driverId"":"""",""driver1licenseNationality"":"""",""series"":""GR Cup"",""driver3firstName"":""""},""updatedAt"":""2024-10-02T17:42:45.749Z"",""id"":""entries:events-2024-sro-ims:GMDnT9Z3vIaXB-AmDYHoI"",""createdAt"":""2024-10-01T22:08:26.627Z"",""eventId"":""events:2024-sro-ims""}","{"""":{""driverFirstName"":""Ford"",""driverLastName"":""Koch"",""driverName"":""Ford Koch"",""driverLicenseNationality"":"""",""driverSroLicenseCategory"":"""",""driverNationality"":""USA"",""driverId"":""""}}","34.651",34651,"34.555",34555,"31.793",31793,"00:24.323",24323,"00:10.328",10328,"00:19.137",19137,"00:15.418",15418,"00:12.138",12138,"00:19.655",19655
"21","Ford Koch","4","4","1:40.500",100500,"7:41.695",461695,"9:22:41.831","Am","Green Flag","Ford","Koch","","219073","GR Cup","Toyota GR86","Eagles Canyon Racing powered by Fast Track","Toyota Gazoo Racing","USA","","entries:events-2024-sro-ims:GMDnT9Z3vIaXB-AmDYHoI","entries:events-2024-sro-ims:GMDnT9Z3vIaXB-AmDYHoI","10837109","","{""fields"":{""driver2tla"":"""",""driver1firstName"":""Ford"",""transponderNumber"":""10837109"",""isTeam"":"""",""manufacturer"":""Toyota Gazoo Racing"",""driver3licenseNationality"":"""",""driver3nationality"":"""",""number"":""21"",""driver2driverId"":"""",""driver1driverId"":"""",""isIGTC"":"""",""car"":""Toyota GR86"",""sponsors"":""Koch Automotive Group, Eagles Canyon Racing"",""driver2licenseNationality"":"""",""driver1tla"":"""",""class"":""Am"",""driver2nationality"":"""",""driver2category"":"""",""driver1category"":"""",""driver3category"":"""",""driver3lastName"":"""",""driver1nationality"":""USA"",""racelinkNumber"":""219073"",""team"":""Eagles Canyon Racing powered by Fast Track"",""driver1lastName"":""Koch"",""driver2firstName"":"""",""driver2lastName"":"""",""driver3driverId"":"""",""driver1licenseNationality"":"""",""series"":""GR Cup"",""driver3firstName"":""""},""updatedAt"":""2024-10-02T17:42:45.749Z"",""id"":""entries:events-2024-sro-ims:GMDnT9Z3vIaXB-AmDYHoI"",""createdAt"":""2024-10-01T22:08:26.627Z"",""eventId"":""events:2024-sro-ims""}","{"""":{""driverFirstName"":""Ford"",""driverLastName"":""Koch"",""driverName"":""Ford Koch"",""driverLicenseNationality"":"""",""driverSroLicenseCategory"":"""",""driverNationality"":""USA"",""driverId"":""""}}","34.365",34365,"34.450",34450,"31.685",31685,"00:24.125",24125,"00:10.240",10240,"00:19.106",19106,"00:15.344",15344,"00:12.111",12111,"00:19.574",19574
