"#","Name","Laps","Lead Lap","Lap Time","Lap Time (ms)","Elapsed Time","Elapsed Time (ms)","Passing Tm","Class","Flag","FirstName","LastName","Additional1","Additional2","Additional3","Additional4","Additional5","Additional6","Additional7","Additional8","CarRegistration","DriverRegistration","Transponder1","Transponder2","entry","drivers","S1","S1 (ms)","S2","S2 (ms)","S3","S3 (ms)","S1a","S1a (ms)","S1b","S1b (ms)","S2a","S2a (ms)","S2b","S2b (ms)","S3a","S3a (ms)","S3b","S3b (ms)"
"20","Ramon Llano","1","1","1:57.060",117060,"2:00.634",120634,"9:51:09.046","Am","Green Flag","Ramon","Llano","","219131","GR Cup","Toyota GR86","Eagles Canyon Racing powered by Fast Track","Toyota Gazoo Racing","MEX","","entries:events-2024-sro-ims:TTKwWyITre0GT3xW9ZPqL","entries:events-2024-sro-ims:TTKwWyITre0GT3xW9ZPqL","14496123","","{""fields"":{""driver2tla"":"""",""driver1firstName"":""Ramon"",""transponderNumber"":""14496123"",""isTeam"":"""",""manufacturer"":""Toyota Gazoo Racing"",""driver3licenseNationality"":"""",""driver3nationality"":"""",""number"":""20"",""driver2driverId"":"""",""driver1driverId"":"""",""isIGTC"":"""",""car"":""Toyota GR86"",""sponsors"":""Eagles Canyon Raceway, Fast Track Racing"",""driver2licenseNationality"":"""",""driver1tla"":"""",""class"":""Am"",""driver2nationality"":"""",""driver2category"":"""",""driver1category"":"""",""driver3category"":"""",""driver3lastName"":"""",""driver1nationality"":""MEX"",""racelinkNumber"":""219131"",""team"":""Eagles Canyon Racing powered by Fast Track"",""driver1lastName"":""Llano"",""driver2firstName"":"""",""driver2lastName"":"""",""driver3driverId"":"""",""driver1licenseNationality"":"""",""series"":""GR Cup"",""driver3firstName"":""""},""updatedAt"":""2024-10-02T17:42:45.563Z"",""id"":""entries:events-2024-sro-ims:TTKwWyITre0GT3xW9ZPqL"",""createdAt"":""2024-10-01T22:08:26.433Z"",""eventId"":""events:2024-sro-ims""}","{"""":{""driverFirstName"":""Ramon"",""driverLastName"":""Llano"",""driverName"":""Ramon Llano"",""driverLicenseNationality"":"""",""driverSroLicenseCategory"":"""",""driverNationality"":""MEX"",""driverId"":""""}}","40.938",40938,"37.539",37539,"38.583",38583,"00:29.421",29421,"00:11.517",11517,"00:20.906",20906,"00:16.633",16633,"00:13.325",13325,"00:25.258",25258
"20","Ramon Llano","2","2","2:26.807",146807,"4:27.441",267441,"9:53:35.853","Am","Yellow Flag","Ramon","Llano","","219131","GR Cup","Toyota GR86","Eagles Canyon Racing powered by Fast Track","Toyota Gazoo Racing","MEX","","entries:events-2024-sro-ims:TTKwWyITre0GT3xW9ZPqL","entries:events-2024-sro-ims:TTKwWyITre0GT3xW9ZPqL","14496123","","{""fields"":{""driver2tla"":"""",""driver1firstName"":""Ramon"",""transponderNumber"":""14496123"",""isTeam"":"""",""manufacturer"":""Toyota Gazoo Racing"",""driver3licenseNationality"":"""",""driver3nationality"":"""",""number"":""20"",""driver2driverId"":"""",""driver1driverId"":"""",""isIGTC"":"""",""car"":""Toyota GR86"",""sponsors"":""Eagles Canyon Raceway, Fast Track Racing"",""driver2licenseNationality"":"""",""driver1tla"":"""",""class"":""Am"",""driver2nationality"":"""",""driver2category"":"""",""driver1category"":"""",""driver3category"":"""",""driver3lastName"":"""",""driver1nationality"":""MEX"",""racelinkNumber"":""219131"",""team"":""Eagles Canyon Racing powered by Fast Track"",""driver1lastName"":""Llano"",""driver2firstName"":"""",""driver2lastName"":"""",""driver3driverId"":"""",""driver1licenseNationality"":"""",""series"":""GR Cup"",""driver3firstName"":""""},""updatedAt"":""2024-10-02T17:42:45.563Z"",""id"":""entries:events-2024-sro-ims:TTKwWyITre0GT3xW9ZPqL"",""createdAt"":""2024-10-01T22:08:26.433Z"",""eventId"":""events:2024-sro-ims""}","{"""":{""driverFirstName"":""Ramon"",""driverLastName"":""Llano"",""driverName"":""Ramon Llano"",""driverLicenseNationality"":"""",""driverSroLicenseCategory"":"""",""driverNationality"":""MEX"",""driverId"":""""}}","37.240",37240,"37.551",37551,"1:12.016",72016,"00:26.028",26028,"00:11.212",11212,"00:20.680",20680,"00:16.871",16871,"00:18.464",18464,"00:53.552",53552
"20","Ramon Llano","3","3","2:47.615",167615,"7:15.056",435056,"9:56:23.468","Am","Yellow Flag","Ramon","Llano","","219131","GR Cup","Toyota GR86","Eagles Canyon Racing powered by Fast Track","Toyota Gazoo Racing","MEX","","entries:events-2024-sro-ims:TTKwWyITre0GT3xW9ZPqL","entries:events-2024-sro-ims:TTKwWyITre0GT3xW9ZPqL","14496123","","{""fields"":{""driver2tla"":"""",""driver1firstName"":""Ramon"",""transponderNumber"":""14496123"",""isTeam"":"""",""manufacturer"":""Toyota Gazoo Racing"",""driver3licenseNationality"":"""",""driver3nationality"":"""",""number"":""20"",""driver2driverId"":"""",""driver1driverId"":"""",""isIGTC"":"""",""car"":""Toyota GR86"",""sponsors"":""Eagles Canyon Raceway, Fast Track Racing"",""driver2licenseNationality"":"""",""driver1tla"":"""",""class"":""Am"",""driver2nationality"":"""",""driver2category"":"""",""driver1category"":"""",""driver3category"":"""",""driver3lastName"":"""",""driver1nationality"":""MEX"",""racelinkNumber"":""219131"",""team"":""Eagles Canyon Racing powered by Fast Track"",""driver1lastName"":""Llano"",""driver2firstName"":"""",""driver2lastName"":"""",""driver3driverId"":"""",""driver1licenseNationality"":"""",""series"":""GR Cup"",""driver3firstName"":""""},""updatedAt"":""2024-10-02T17:42:45.563Z"",""id"":""entries:events-2024-sro-ims:TTKwWyITre0GT3xW9ZPqL"",""createdAt"":""2024-10-01T22:08:26.433Z"",""eventId"":""events:2024-sro-ims""}","{"""":{""driverFirstName"":""Ramon"",""driverLastName"":""Llano"",""driverName"":""Ramon Llano"",""driverLicenseNationality"":"""",""driverSroLicenseCategory"":"""",""driverNationality"":""MEX"",""driverId"":""""}}","45.033",45033,"50.882",50882,"1:11.700",71700,"00:33.212",33212,"00:11.821",11821,"00:32.568",32568,"00:18.314",18314,"00:24.155",24155,"00:47.545",47545
"20","Ramon Llano","4","4","2:35.692",155692,"9:50.748",590748,"9:58:59.160","Am","Yellow Flag","Ramon","Llano","","219131","GR Cup","Toyota GR86","Eagles Canyon Racing powered by Fast Track","Toyota Gazoo Racing","MEX","","entries:events-2024-sro-ims:TTKwWyITre0GT3xW9ZPqL","entries:events-2024-sro-ims:TTKwWyITre0GT3xW9ZPqL","14496123","","{""fields"":{""driver2tla"":"""",""driver1firstName"":""Ramon"",""transponderNumber"":""14496123"",""isTeam"":"""",""manufacturer"":""Toyota Gazoo Racing"",""driver3licenseNationality"":"""",""driver3nationality"":"""",""number"":""20"",""driver2driverId"":"""",""driver1driverId"":"""",""isIGTC"":"""",""car"":""Toyota GR86"",""sponsors"":""Eagles Canyon Raceway, Fast Track Racing"",""driver2licenseNationality"":"""",""driver1tla"":"""",""class"":""Am"",""driver2nationality"":"""",""driver2category"":"""",""driver1category"":"""",""driver3category"":"""",""driver3lastName"":"""",""driver1nationality"":""MEX"",""racelinkNumber"":""219131"",""team"":""Eagles Canyon Racing powered by Fast Track"",""driver1lastName"":""Llano"",""driver2firstName"":"""",""driver2lastName"":"""",""driver3driverId"":"""",""driver1licenseNationality"":"""",""series"":""GR Cup"",""driver3firstName"":""""},""updatedAt"":""2024-10-02T17:42:45.563Z"",""id"":""entries:events-2024-sro-ims:TTKwWyITre0GT3xW9ZPqL"",""createdAt"":""2024-10-01T22:08:26.433Z"",""eventId"":""events:2024-sro-ims""}","{"""":{""driverFirstName"":""Ramon"",""driverLastName"":""Llano"",""driverName"":""Ramon Llano"",""driverLicenseNationality"":"""",""driverSroLicenseCategory"":"""",""driverNationality"":""MEX"",""driverId"":""""}}","42.289",42289,"49.787",49787,"1:03.616",63616,"00:30.716",30716,"00:11.573",11573,"00:30.695",30695,"00:19.092",19092,"00:20.907",20907,"00:42.709",42709
"20","Ramon Llano","5","5","2:36.684",156684,"12:27.432",747432,"10:01:35.844","Am","Yellow Flag","Ramon","Llano","","219131","GR Cup","Toyota GR86","Eagles Canyon Racing powered by Fast Track","Toyota Gazoo Racing","MEX","","entries:events-2024-sro-ims:TTKwWyITre0GT3xW9ZPqL","entries:events-2024-sro-ims:TTKwWyITre0GT3xW9ZPqL","14496123","","{""fields"":{""driver2tla"":"""",""driver1firstName"":""Ramon"",""transponderNumber"":""14496123"",""isTeam"":"""",""manufacturer"":""Toyota Gazoo Racing"",""driver3licenseNationality"":"""",""driver3nationality"":"""",""number"":""20"",""driver2driverId"":"""",""driver1driverId"":"""",""isIGTC"":"""",""car"":""Toyota GR86"",""sponsors"":""Eagles Canyon Raceway, Fast Track Racing"",""driver2licenseNationality"":"""",""driver1tla"":"""",""class"":""Am"",""driver2nationality"":"""",""driver2category"":"""",""driver1category"":"""",""driver3category"":"""",""driver3lastName"":"""",""driver1nationality"":""MEX"",""racelinkNumber"":""219131"",""team"":""Eagles Canyon Racing powered by Fast Track"",""driver1lastName"":""Llano"",""driver2firstName"":"""",""driver2lastName"":"""",""driver3driverId"":"""",""driver1licenseNationality"":"""",""series"":""GR Cup"",""driver3firstName"":""""},""updatedAt"":""2024-10-02T17:42:45.563Z"",""id"":""entries:events-2024-sro-ims:TTKwWyITre0GT3xW9ZPqL"",""createdAt"":""2024-10-01T22:08:26.433Z"",""eventId"":""events:2024-sro-ims""}","{"""":{""driverFirstName"":""Ramon"",""driverLastName"":""Llano"",""driverName"":""Ramon Llano"",""driverLicenseNationality"":"""",""driverSroLicenseCategory"":"""",""driverNationality"":""MEX"",""driverId"":""""}}","50.761",50761,"50.517",50517,"55.406",55406,"00:38.787",38787,"00:11.974",11974,"00:30.993",30993,"00:19.524",19524,"00:21.210",21210,"00:34.196",34196
"20","Ramon Llano","6","6","2:35.282",155282,"15:02.714",902714,"10:04:11.126","Am","Yellow Flag","Ramon","Llano","","219131","GR Cup","Toyota GR86","Eagles Canyon Racing powered by Fast Track","Toyota Gazoo Racing","MEX","","entries:events-2024-sro-ims:TTKwWyITre0GT3xW9ZPqL","entries:events-2024-sro-ims:TTKwWyITre0GT3xW9ZPqL","14496123","","{""fields"":{""driver2tla"":"""",""driver1firstName"":""Ramon"",""transponderNumber"":""14496123"",""isTeam"":"""",""manufacturer"":""Toyota Gazoo Racing"",""driver3licenseNationality"":"""",""driver3nationality"":"""",""number"":""20"",""driver2driverId"":"""",""driver1driverId"":"""",""isIGTC"":"""",""car"":""Toyota GR86"",""sponsors"":""Eagles Canyon Raceway, Fast Track Racing"",""driver2licenseNationality"":"""",""driver1tla"":"""",""class"":""Am"",""driver2nationality"":"""",""driver2category"":"""",""driver1category"":"""",""driver3category"":"""",""driver3lastName"":"""",""driver1nationality"":""MEX"",""racelinkNumber"":""219131"",""team"":""Eagles Canyon Racing powered by Fast Track"",""driver1lastName"":""Llano"",""driver2firstName"":"""",""driver2lastName"":"""",""driver3driverId"":"""",""driver1licenseNationality"":"""",""series"":""GR Cup"",""driver3firstName"":""""},""updatedAt"":""2024-10-02T17:42:45.563Z"",""id"":""entries:events-2024-sro-ims:TTKwWyITre0GT3xW9ZPqL"",""createdAt"":""2024-10-01T22:08:26.433Z"",""eventId"":""events:2024-sro-ims""}","{"""":{""driverFirstName"":""Ramon"",""driverLastName"":""Llano"",""driverName"":""Ramon Llano"",""driverLicenseNationality"":"""",""driverSroLicenseCategory"":"""",""driverNationality"":""MEX"",""driverId"":""""}}","53.016",53016,"54.071",54071,"48.195",48195,"00:41.333",41333,"00:11.683",11683,"00:33.478",33478,"00:20.593",20593,"00:21.587",21587,"00:26.608",26608
"20","Ramon Llano","7","7","2:13.198",133198,"17:15.912",1035912,"10:06:24.324","Am","Green Flag","Ramon","Llano","","219131","GR Cup","Toyota GR86","Eagles Canyon Racing powered by Fast Track","Toyota Gazoo Racing","MEX","","entries:events-2024-sro-ims:TTKwWyITre0GT3xW9ZPqL","entries:events-2024-sro-ims:TTKwWyITre0GT3xW9ZPqL","14496123","","{""fields"":{""driver2tla"":"""",""driver1firstName"":""Ramon"",""transponderNumber"":""14496123"",""isTeam"":"""",""manufacturer"":""Toyota Gazoo Racing"",""driver3licenseNationality"":"""",""driver3nationality"":"""",""number"":""20"",""driver2driverId"":"""",""driver1driverId"":"""",""isIGTC"":"""",""car"":""Toyota GR86"",""sponsors"":""Eagles Canyon Raceway, Fast Track Racing"",""driver2licenseNationality"":"""",""driver1tla"":"""",""class"":""Am"",""driver2nationality"":"""",""driver2category"":"""",""driver1category"":"""",""driver3category"":"""",""driver3lastName"":"""",""driver1nationality"":""MEX"",""racelinkNumber"":""219131"",""team"":""Eagles Canyon Racing powered by Fast Track"",""driver1lastName"":""Llano"",""driver2firstName"":"""",""driver2lastName"":"""",""driver3driverId"":"""",""driver1licenseNationality"":"""",""series"":""GR Cup"",""driver3firstName"":""""},""updatedAt"":""2024-10-02T17:42:45.563Z"",""id"":""entries:events-2024-sro-ims:TTKwWyITre0GT3xW9ZPqL"",""createdAt"":""2024-10-01T22:08:26.433Z"",""eventId"":""events:2024-sro-ims""}","{"""":{""driverFirstName"":""Ramon"",""driverLastName"":""Llano"",""driverName"":""Ramon Llano"",""driverLicenseNationality"":"""",""driverSroLicenseCategory"":"""",""driverNationality"":""MEX"",""driverId"":""""}}","45.889",45889,"49.180",49180,"38.129",38129,"00:34.365",34365,"00:11.524",11524,"00:31.793",31793,"00:17.387",17387,"00:17.274",17274,"00:20.855",20855
"20","Ramon Llano","8","8","1:50.142",110142,"19:06.054",1146054,"10:08:14.466","Am","Green Flag","Ramon","Llano","","219131","GR Cup","Toyota GR86","Eagles Canyon Racing powered by Fast Track","Toyota Gazoo Racing","MEX","","entries:events-2024-sro-ims:TTKwWyITre0GT3xW9ZPqL","entries:events-2024-sro-ims:TTKwWyITre0GT3xW9ZPqL","14496123","","{""fields"":{""driver2tla"":"""",""driver1firstName"":""Ramon"",""transponderNumber"":""14496123"",""isTeam"":"""",""manufacturer"":""Toyota Gazoo Racing"",""driver3licenseNationality"":"""",""driver3nationality"":"""",""number"":""20"",""driver2driverId"":"""",""driver1driverId"":"""",""isIGTC"":"""",""car"":""Toyota GR86"",""sponsors"":""Eagles Canyon Raceway, Fast Track Racing"",""driver2licenseNationality"":"""",""driver1tla"":"""",""class"":""Am"",""driver2nationality"":"""",""driver2category"":"""",""driver1category"":"""",""driver3category"":"""",""driver3lastName"":"""",""driver1nationality"":""MEX"",""racelinkNumber"":""219131"",""team"":""Eagles Canyon Racing powered by Fast Track"",""driver1lastName"":""Llano"",""driver2firstName"":"""",""driver2lastName"":"""",""driver3driverId"":"""",""driver1licenseNationality"":"""",""series"":""GR Cup"",""driver3firstName"":""""},""updatedAt"":""2024-10-02T17:42:45.563Z"",""id"":""entries:events-2024-sro-ims:TTKwWyITre0GT3xW9ZPqL"",""createdAt"":""2024-10-01T22:08:26.433Z"",""eventId"":""events:2024-sro-ims""}","{"""":{""driverFirstName"":""Ramon"",""driverLastName"":""Llano"",""driverName"":""Ramon Llano"",""driverLicenseNationality"":"""",""driverSroLicenseCategory"":"""",""driverNationality"":""MEX"",""driverId"":""""}}","37.908",37908,"38.252",38252,"33.982",33982,"00:26.854",26854,"00:11.054",11054,"00:20.798",20798,"00:17.454",17454,"00:13.748",13748,"00:20.234",20234
"20","Ramon Llano","9","9","1:46.113",106113,"20:52.167",1252167,"10:10:00.579","Am","Green Flag","Ramon","Llano","","219131","GR Cup","Toyota GR86","Eagles Canyon Racing powered by Fast Track","Toyota Gazoo Racing","MEX","","entries:events-2024-sro-ims:TTKwWyITre0GT3xW9ZPqL","entries:events-2024-sro-ims:TTKwWyITre0GT3xW9ZPqL","14496123","","{""fields"":{""driver2tla"":"""",""driver1firstName"":""Ramon"",""transponderNumber"":""14496123"",""isTeam"":"""",""manufacturer"":""Toyota Gazoo Racing"",""driver3licenseNationality"":"""",""driver3nationality"":"""",""number"":""20"",""driver2driverId"":"""",""driver1driverId"":"""",""isIGTC"":"""",""car"":""Toyota GR86"",""sponsors"":""Eagles Canyon Raceway, Fast Track Racing"",""driver2licenseNationality"":"""",""driver1tla"":"""",""class"":""Am"",""driver2nationality"":"""",""driver2category"":"""",""driver1category"":"""",""driver3category"":"""",""driver3lastName"":"""",""driver1nationality"":""MEX"",""racelinkNumber"":""219131"",""team"":""Eagles Canyon Racing powered by Fast Track"",""driver1lastName"":""Llano"",""driver2firstName"":"""",""driver2lastName"":"""",""driver3driverId"":"""",""driver1licenseNationality"":"""",""series"":""GR Cup"",""driver3firstName"":""""},""updatedAt"":""2024-10-02T17:42:45.563Z"",""id"":""entries:events-2024-sro-ims:TTKwWyITre0GT3xW9ZPqL"",""createdAt"":""2024-10-01T22:08:26.433Z"",""eventId"":""events:2024-sro-ims""}","{"""":{""driverFirstName"":""Ramon"",""driverLastName"":""Llano"",""driverName"":""Ramon Llano"",""driverLicenseNationality"":"""",""driverSroLicenseCategory"":"""",""driverNationality"":""MEX"",""driverId"":""""}}","36.196",36196,"36.941",36941,"32.976",32976,"00:25.346",25346,"00:10.850",10850,"00:20.584",20584,"00:16.357",16357,"00:13.042",13042,"00:19.934",19934
"20","Ramon Llano","10","10","1:45.330",105330,"22:37.497",1357497,"10:11:45.909","Am","Green Flag","Ramon","Llano","","219131","GR Cup","Toyota GR86","Eagles Canyon Racing powered by Fast Track","Toyota Gazoo Racing","MEX","","entries:events-2024-sro-ims:TTKwWyITre0GT3xW9ZPqL","entries:events-2024-sro-ims:TTKwWyITre0GT3xW9ZPqL","14496123","","{""fields"":{""driver2tla"":"""",""driver1firstName"":""Ramon"",""transponderNumber"":""14496123"",""isTeam"":"""",""manufacturer"":""Toyota Gazoo Racing"",""driver3licenseNationality"":"""",""driver3nationality"":"""",""number"":""20"",""driver2driverId"":"""",""driver1driverId"":"""",""isIGTC"":"""",""car"":""Toyota GR86"",""sponsors"":""Eagles Canyon Raceway, Fast Track Racing"",""driver2licenseNationality"":"""",""driver1tla"":"""",""class"":""Am"",""driver2nationality"":"""",""driver2category"":"""",""driver1category"":"""",""driver3category"":"""",""driver3lastName"":"""",""driver1nationality"":""MEX"",""racelinkNumber"":""219131"",""team"":""Eagles Canyon Racing powered by Fast Track"",""driver1lastName"":""Llano"",""driver2firstName"":"""",""driver2lastName"":"""",""driver3driverId"":"""",""driver1licenseNationality"":"""",""series"":""GR Cup"",""driver3firstName"":""""},""updatedAt"":""2024-10-02T17:42:45.563Z"",""id"":""entries:events-2024-sro-ims:TTKwWyITre0GT3xW9ZPqL"",""createdAt"":""2024-10-01T22:08:26.433Z"",""eventId"":""events:2024-sro-ims""}","{"""":{""driverFirstName"":""Ramon"",""driverLastName"":""Llano"",""driverName"":""Ramon Llano"",""driverLicenseNationality"":"""",""driverSroLicenseCategory"":"""",""driverNationality"":""MEX"",""driverId"":""""}}","35.281",35281,"36.243",36243,"33.806",33806,"00:24.810",24810,"00:10.471",10471,"00:20.032",20032,"00:16.211",16211,"00:13.091",13091,"00:20.715",20715
"20","Ramon Llano","11","11","1:45.088",105088,"24:22.585",1462585,"10:13:30.997","Am","Green Flag","Ramon","Llano","","219131","GR Cup","Toyota GR86","Eagles Canyon Racing powered by Fast Track","Toyota Gazoo Racing","MEX","","entries:events-2024-sro-ims:TTKwWyITre0GT3xW9ZPqL","entries:events-2024-sro-ims:TTKwWyITre0GT3xW9ZPqL","14496123","","{""fields"":{""driver2tla"":"""",""driver1firstName"":""Ramon"",""transponderNumber"":""14496123"",""isTeam"":"""",""manufacturer"":""Toyota Gazoo Racing"",""driver3licenseNationality"":"""",""driver3nationality"":"""",""number"":""20"",""driver2driverId"":"""",""driver1driverId"":"""",""isIGTC"":"""",""car"":""Toyota GR86"",""sponsors"":""Eagles Canyon Raceway, Fast Track Racing"",""driver2licenseNationality"":"""",""driver1tla"":"""",""class"":""Am"",""driver2nationality"":"""",""driver2category"":"""",""driver1category"":"""",""driver3category"":"""",""driver3lastName"":"""",""driver1nationality"":""MEX"",""racelinkNumber"":""219131"",""team"":""Eagles Canyon Racing powered by Fast Track"",""driver1lastName"":""Llano"",""driver2firstName"":"""",""driver2lastName"":"""",""driver3driverId"":"""",""driver1licenseNationality"":"""",""series"":""GR Cup"",""driver3firstName"":""""},""updatedAt"":""2024-10-02T17:42:45.563Z"",""id"":""entries:events-2024-sro-ims:TTKwWyITre0GT3xW9ZPqL"",""createdAt"":""2024-10-01T22:08:26.433Z"",""eventId"":""events:2024-sro-ims""}","{"""":{""driverFirstName"":""Ramon"",""driverLastName"":""Llano"",""driverName"":""Ramon Llano"",""driverLicenseNationality"":"""",""driverSroLicenseCategory"":"""",""driverNationality"":""MEX"",""driverId"":""""}}","35.849",35849,"36.224",36224,"33.015",33015,"00:25.333",25333,"00:10.516",10516,"00:20.103",20103,"00:16.121",16121,"00:12.867",12867,"00:20.148",20148
"20","Ramon Llano","12","12","1:45.848",105848,"26:08.433",1568433,"10:15:16.845","Am","Green Flag","Ramon","Llano","","219131","GR Cup","Toyota GR86","Eagles Canyon Racing powered by Fast Track","Toyota Gazoo Racing","MEX","","entries:events-2024-sro-ims:TTKwWyITre0GT3xW9ZPqL","entries:events-2024-sro-ims:TTKwWyITre0GT3xW9ZPqL","14496123","","{""fields"":{""driver2tla"":"""",""driver1firstName"":""Ramon"",""transponderNumber"":""14496123"",""isTeam"":"""",""manufacturer"":""Toyota Gazoo Racing"",""driver3licenseNationality"":"""",""driver3nationality"":"""",""number"":""20"",""driver2driverId"":"""",""driver1driverId"":"""",""isIGTC"":"""",""car"":""Toyota GR86"",""sponsors"":""Eagles Canyon Raceway, Fast Track Racing"",""driver2licenseNationality"":"""",""driver1tla"":"""",""class"":""Am"",""driver2nationality"":"""",""driver2category"":"""",""driver1category"":"""",""driver3category"":"""",""driver3lastName"":"""",""driver1nationality"":""MEX"",""racelinkNumber"":""219131"",""team"":""Eagles Canyon Racing powered by Fast Track"",""driver1lastName"":""Llano"",""driver2firstName"":"""",""driver2lastName"":"""",""driver3driverId"":"""",""driver1licenseNationality"":"""",""series"":""GR Cup"",""driver3firstName"":""""},""updatedAt"":""2024-10-02T17:42:45.563Z"",""id"":""entries:events-2024-sro-ims:TTKwWyITre0GT3xW9ZPqL"",""createdAt"":""2024-10-01T22:08:26.433Z"",""eventId"":""events:2024-sro-ims""}","{"""":{""driverFirstName"":""Ramon"",""driverLastName"":""Llano"",""driverName"":""Ramon Llano"",""driverLicenseNationality"":"""",""driverSroLicenseCategory"":"""",""driverNationality"":""MEX"",""driverId"":""""}}","35.886",35886,"36.721",36721,"33.241",33241,"00:25.181",25181,"00:10.705",10705,"00:20.142",20142,"00:16.579",16579,"00:13.162",13162,"00:20.079",20079
"20","Ramon Llano","13","13","1:46.319",106319,"27:54.752",1674752,"10:17:03.164","Am","Green Flag","Ramon","Llano","","219131","GR Cup","Toyota GR86","Eagles Canyon Racing powered by Fast Track","Toyota Gazoo Racing","MEX","","entries:events-2024-sro-ims:TTKwWyITre0GT3xW9ZPqL","entries:events-2024-sro-ims:TTKwWyITre0GT3xW9ZPqL","14496123","","{""fields"":{""driver2tla"":"""",""driver1firstName"":""Ramon"",""transponderNumber"":""14496123"",""isTeam"":"""",""manufacturer"":""Toyota Gazoo Racing"",""driver3licenseNationality"":"""",""driver3nationality"":"""",""number"":""20"",""driver2driverId"":"""",""driver1driverId"":"""",""isIGTC"":"""",""car"":""Toyota GR86"",""sponsors"":""Eagles Canyon Raceway, Fast Track Racing"",""driver2licenseNationality"":"""",""driver1tla"":"""",""class"":""Am"",""driver2nationality"":"""",""driver2category"":"""",""driver1category"":"""",""driver3category"":"""",""driver3lastName"":"""",""driver1nationality"":""MEX"",""racelinkNumber"":""219131"",""team"":""Eagles Canyon Racing powered by Fast Track"",""driver1lastName"":""Llano"",""driver2firstName"":"""",""driver2lastName"":"""",""driver3driverId"":"""",""driver1licenseNationality"":"""",""series"":""GR Cup"",""driver3firstName"":""""},""updatedAt"":""2024-10-02T17:42:45.563Z"",""id"":""entries:events-2024-sro-ims:TTKwWyITre0GT3xW9ZPqL"",""createdAt"":""2024-10-01T22:08:26.433Z"",""eventId"":""events:2024-sro-ims""}","{"""":{""driverFirstName"":""Ramon"",""driverLastName"":""Llano"",""driverName"":""Ramon Llano"",""driverLicenseNationality"":"""",""driverSroLicenseCategory"":"""",""driverNationality"":""MEX"",""driverId"":""""}}","35.946",35946,"36.544",36544,"33.829",33829,"00:25.340",25340,"00:10.606",10606,"00:20.048",20048,"00:16.496",16496,"00:13.078",13078,"00:20.751",20751
"20","Ramon Llano","14","14","1:46.074",106074,"29:40.826",1780826,"10:18:49.238","Am","Green Flag","Ramon","Llano","","219131","GR Cup","Toyota GR86","Eagles Canyon Racing powered by Fast Track","Toyota Gazoo Racing","MEX","","entries:events-2024-sro-ims:TTKwWyITre0GT3xW9ZPqL","entries:events-2024-sro-ims:TTKwWyITre0GT3xW9ZPqL","14496123","","{""fields"":{""driver2tla"":"""",""driver1firstName"":""Ramon"",""transponderNumber"":""14496123"",""isTeam"":"""",""manufacturer"":""Toyota Gazoo Racing"",""driver3licenseNationality"":"""",""driver3nationality"":"""",""number"":""20"",""driver2driverId"":"""",""driver1driverId"":"""",""isIGTC"":"""",""car"":""Toyota GR86"",""sponsors"":""Eagles Canyon Raceway, Fast Track Racing"",""driver2licenseNationality"":"""",""driver1tla"":"""",""class"":""Am"",""driver2nationality"":"""",""driver2category"":"""",""driver1category"":"""",""driver3category"":"""",""driver3lastName"":"""",""driver1nationality"":""MEX"",""racelinkNumber"":""219131"",""team"":""Eagles Canyon Racing powered by Fast Track"",""driver1lastName"":""Llano"",""driver2firstName"":"""",""driver2lastName"":"""",""driver3driverId"":"""",""driver1licenseNationality"":"""",""series"":""GR Cup"",""driver3firstName"":""""},""updatedAt"":""2024-10-02T17:42:45.563Z"",""id"":""entries:events-2024-sro-ims:TTKwWyITre0GT3xW9ZPqL"",""createdAt"":""2024-10-01T22:08:26.433Z"",""eventId"":""events:2024-sro-ims""}","{"""":{""driverFirstName"":""Ramon"",""driverLastName"":""Llano"",""driverName"":""Ramon Llano"",""driverLicenseNationality"":"""",""driverSroLicenseCategory"":"""",""driverNationality"":""MEX"",""driverId"":""""}}","35.838",35838,"36.425",36425,"33.811",33811,"00:24.906",24906,"00:10.932",10932,"00:20.062",20062,"00:16.363",16363,"00:12.846",12846,"00:20.965",20965
